source	target	weight
dil	konuşulan	4.736198
dili	dilleri	4.736198
dili	ingilizce	4.736198
dili	konuşulan	4.736198
dilleri	ingilizce	4.736198
dilleri	konuşulan	4.736198
ingilizce	konuşulan	4.736198
da	doğdu	4.736198
da	dünyaya	4.736198
da	geldi	4.736198
da	çocuğu	4.736198
doğdu	dünyaya	4.736198
doğdu	geldi	4.736198
doğdu	çocuğu	4.736198
dünyaya	geldi	4.736198
dünyaya	çocuğu	4.736198
geldi	çocuğu	4.736198
bak	ben	4.736198
bak	evet	4.736198
bak	lo	4.736198
bak	tamam	4.736198
ben	evet	4.736198
ben	lo	4.736198
ben	tamam	4.736198
evet	lo	4.736198
evet	tamam	4.736198
lo	tamam	4.736198
buğday	meyve	4.736198
buğday	mutfağı	4.736198
buğday	mutfağında	4.736198
buğday	soğan	4.736198
meyve	mutfağı	4.736198
meyve	mutfağında	4.736198
meyve	soğan	4.736198
mutfağı	mutfağında	4.736198
mutfağı	soğan	4.736198
mutfağında	soğan	4.736198
el	ibn	4.736198
el	islam	4.736198
el	muhammed	4.736198
el	müslüman	4.736198
ibn	islam	4.736198
ibn	muhammed	4.736198
ibn	müslüman	4.736198
islam	muhammed	4.736198
islam	müslüman	4.736198
muhammed	müslüman	4.736198
başladı	kariyerine	4.736198
başladı	kulübünde	4.736198
başladı	kulüplerinde	4.736198
başladı	profesyonel	4.736198
kariyerine	kulübünde	4.736198
kariyerine	kulüplerinde	4.736198
kariyerine	profesyonel	4.736198
kulübünde	kulüplerinde	4.736198
kulübünde	profesyonel	4.736198
kulüplerinde	profesyonel	4.736198
afrika	amerika	4.736198
afrika	ispanyol	4.736198
afrika	meksika	4.736198
afrika	vize	4.736198
amerika	ispanyol	4.736198
amerika	meksika	4.736198
amerika	vize	4.736198
ispanyol	meksika	4.736198
ispanyol	vize	4.736198
meksika	vize	4.736198
anlamlara	anlamına	4.736198
anlamlara	gelebilir	4.736198
anlamlara	gelir	4.736198
anlamlara	kelime	4.736198
anlamına	gelebilir	4.736198
anlamına	gelir	4.736198
anlamına	kelime	4.736198
gelebilir	gelir	4.736198
gelebilir	kelime	4.736198
gelir	kelime	4.736198
bankası	dolar	4.736198
bankası	ekonomik	4.736198
bankası	milyon	4.736198
bankası	para	4.736198
dolar	ekonomik	4.736198
dolar	milyon	4.736198
dolar	para	4.736198
ekonomik	milyon	4.736198
ekonomik	para	4.736198
milyon	para	4.736198
futbolcu	futbolcudur	4.736198
futbolcu	görev	4.736198
futbolcu	millî	4.736198
futbolcu	pozisyonunda	4.736198
futbolcudur	görev	4.736198
futbolcudur	millî	4.736198
futbolcudur	pozisyonunda	4.736198
görev	millî	4.736198
görev	pozisyonunda	4.736198
millî	pozisyonunda	4.736198
din	dini	4.736198
din	hristiyan	4.736198
din	mesih	4.736198
din	tanrı	4.736198
dini	hristiyan	4.736198
dini	mesih	4.736198
dini	tanrı	4.736198
hristiyan	mesih	4.736198
hristiyan	tanrı	4.736198
mesih	tanrı	4.736198
cinsel	erkek	4.736198
cinsel	eşcinsel	4.736198
cinsel	kadın	4.736198
cinsel	kadınların	4.736198
erkek	eşcinsel	4.736198
erkek	kadın	4.736198
erkek	kadınların	4.736198
eşcinsel	kadın	4.736198
eşcinsel	kadınların	4.736198
kadın	kadınların	4.736198
adı	geçmektedir	4.736198
adı	kayıtlarında	4.736198
adı	köyün	4.736198
adı	yılı	4.736198
geçmektedir	kayıtlarında	4.736198
geçmektedir	köyün	4.736198
geçmektedir	yılı	4.736198
kayıtlarında	köyün	4.736198
kayıtlarında	yılı	4.736198
köyün	yılı	4.736198
2008	la	4.736198
2008	le	4.736198
2008	of	4.736198
2008	the	4.736198
la	le	4.736198
la	of	4.736198
la	the	4.736198
le	of	4.736198
le	the	4.736198
of	the	4.736198
covıd	nedeniyle	4.736198
covıd	yaşında	4.736198
covıd	öldü	4.043051
covıd	ölmüştür	4.736198
nedeniyle	yaşında	4.736198
nedeniyle	öldü	4.043051
nedeniyle	ölmüştür	4.736198
yaşında	öldü	4.043051
yaşında	ölmüştür	4.736198
öldü	ölmüştür	4.043051
bosna	bulgar	4.736198
bosna	imparatorluğu	4.043051
bosna	makedonya	4.736198
bosna	osmanlı	4.736198
bulgar	imparatorluğu	4.043051
bulgar	makedonya	4.736198
bulgar	osmanlı	4.736198
imparatorluğu	makedonya	4.043051
imparatorluğu	osmanlı	4.043051
makedonya	osmanlı	4.736198
heykel	heykeli	4.736198
heykel	müze	4.736198
heykel	müzesi	4.736198
heykel	sanat	4.043051
heykeli	müze	4.736198
heykeli	müzesi	4.736198
heykeli	sanat	4.043051
müze	müzesi	4.736198
müze	sanat	4.043051
müzesi	sanat	4.043051
bağlı	begonia	3.349904
bağlı	bitki	3.349904
bağlı	cinsine	3.349904
begonia	bitki	4.736198
begonia	cinsine	4.043051
begonia	türüdür	3.637586
bitki	cinsine	4.043051
bitki	türüdür	3.637586
cinsine	türüdür	3.637586
hayır	hiçbir	4.736198
hayır	kimse	4.736198
hayır	yok	4.736198
hayır	şey	4.736198
hiçbir	kimse	4.736198
hiçbir	yok	4.736198
hiçbir	şey	4.736198
kimse	yok	4.736198
kimse	şey	4.736198
yok	şey	4.736198
motor	motoru	4.736198
motor	nissan	4.736198
motor	otomobil	4.736198
motor	yakıt	4.736198
motoru	nissan	4.736198
motoru	otomobil	4.736198
motoru	yakıt	4.736198
nissan	otomobil	4.736198
nissan	yakıt	4.736198
otomobil	yakıt	4.736198
dağı	develi	4.736198
dağı	pınarbaşı	4.736198
dağı	sarız	4.736198
dağı	tomarza	4.736198
develi	pınarbaşı	4.736198
develi	sarız	4.736198
develi	tomarza	4.736198
pınarbaşı	sarız	4.736198
pınarbaşı	tomarza	4.736198
sarız	tomarza	4.736198
madalya	nda	4.043051
madalya	olimpiyat	4.736198
madalya	olimpiyatları	4.736198
madalya	yaz	4.736198
nda	olimpiyat	4.043051
nda	olimpiyatları	4.043051
nda	yaz	4.043051
olimpiyat	olimpiyatları	4.736198
olimpiyat	yaz	4.736198
olimpiyatları	yaz	4.736198
10	11	4.043051
10	12	4.043051
10	13	4.043051
10	op	4.043051
11	12	4.736198
11	13	4.736198
11	op	4.736198
12	13	4.736198
12	op	4.736198
13	op	4.736198
japon	japonya	4.736198
japon	nın	4.736198
japon	prefektörlüğünde	4.736198
japon	tokyo	4.736198
japonya	nın	4.736198
japonya	prefektörlüğünde	4.736198
japonya	tokyo	4.736198
nın	prefektörlüğünde	4.736198
nın	tokyo	4.736198
prefektörlüğünde	tokyo	4.736198
buz	iklimi	4.736198
buz	kış	4.736198
buz	soğuk	4.736198
buz	sıcak	4.736198
iklimi	kış	4.736198
iklimi	soğuk	4.736198
iklimi	sıcak	4.736198
kış	soğuk	4.736198
kış	sıcak	4.736198
soğuk	sıcak	4.736198
demiryolu	istasyon	4.736198
demiryolu	istasyonu	4.736198
demiryolu	istasyonun	4.736198
demiryolu	tren	4.736198
istasyon	istasyonu	4.736198
istasyon	istasyonun	4.736198
istasyon	tren	4.736198
istasyonu	istasyonun	4.736198
istasyonu	tren	4.736198
istasyonun	tren	4.736198
imzaladı	oldu	4.736198
imzaladı	sözleşme	4.736198
imzaladı	transfer	4.736198
imzaladı	yıllık	4.736198
oldu	sözleşme	4.736198
oldu	transfer	4.736198
oldu	yıllık	4.736198
sözleşme	transfer	4.736198
sözleşme	yıllık	4.736198
transfer	yıllık	4.736198
yüzyıl	yüzyıla	4.736198
yüzyıl	yüzyılda	4.736198
yüzyıl	yüzyılın	4.736198
yüzyıl	yıl	4.043051
yüzyıla	yüzyılda	4.736198
yüzyıla	yüzyılın	4.736198
yüzyıla	yıl	4.043051
yüzyılda	yüzyılın	4.736198
yüzyılda	yıl	4.043051
yüzyılın	yıl	4.043051
cm	kg	4.736198
cm	kiloda	4.736198
cm	metre	4.736198
cm	uzunluğunda	4.736198
kg	kiloda	4.736198
kg	metre	4.736198
kg	uzunluğunda	4.736198
kiloda	metre	4.736198
kiloda	uzunluğunda	4.736198
metre	uzunluğunda	4.736198
göl	gölü	4.736198
göl	nehir	4.736198
göl	nehri	4.736198
göl	nehrin	4.736198
gölü	nehir	4.736198
gölü	nehri	4.736198
gölü	nehrin	4.736198
nehir	nehri	4.736198
nehir	nehrin	4.736198
nehri	nehrin	4.736198
deniz	donanması	4.736198
deniz	gemi	4.736198
deniz	gemiler	4.736198
deniz	gemisi	4.736198
donanması	gemi	4.736198
donanması	gemiler	4.736198
donanması	gemisi	4.736198
gemi	gemiler	4.736198
gemi	gemisi	4.736198
gemiler	gemisi	4.736198
bulunmaktadır	kapı	4.736198
bulunmaktadır	oda	4.736198
bulunmaktadır	odası	4.736198
bulunmaktadır	suite	4.736198
kapı	oda	4.736198
kapı	odası	4.736198
kapı	suite	4.736198
oda	odası	4.736198
oda	suite	4.736198
odası	suite	4.736198
bizans	imparatoru	4.043051
bizans	kadar	4.043051
bizans	krallığı	3.349904
bizans	kralı	3.349904
imparatoru	kadar	4.043051
imparatoru	krallığı	3.349904
imparatoru	kralı	3.349904
kadar	krallığı	4.043051
kadar	kralı	4.043051
krallığı	kralı	4.043051
nintendo	oyun	4.736198
nintendo	oyunu	4.736198
nintendo	oyunun	4.736198
nintendo	playstation	4.736198
oyun	oyunu	4.736198
oyun	oyunun	4.736198
oyun	playstation	4.736198
oyunu	oyunun	4.736198
oyunu	playstation	4.736198
oyunun	playstation	4.736198
amerikalı	müzisyen	4.043051
amerikalı	oyuncu	4.043051
amerikalı	yazarı	4.043051
amerikalı	şarkıcı	4.043051
müzisyen	oyuncu	4.736198
müzisyen	yazarı	4.736198
müzisyen	şarkıcı	4.736198
oyuncu	yazarı	4.736198
oyuncu	şarkıcı	4.736198
yazarı	şarkıcı	4.736198
evcil	koyun	4.736198
evcil	köpekler	4.736198
evcil	köpeği	4.736198
evcil	tarım	4.736198
koyun	köpekler	4.736198
koyun	köpeği	4.736198
koyun	tarım	4.736198
köpekler	köpeği	4.736198
köpekler	tarım	4.736198
köpeği	tarım	4.736198
gogh	resim	4.736198
gogh	sanat	4.043051
gogh	van	4.736198
gogh	çizim	4.736198
resim	sanat	4.043051
resim	van	4.736198
resim	çizim	4.736198
sanat	van	4.043051
sanat	çizim	4.043051
van	çizim	4.736198
ayaklanma	ayaklanması	4.736198
ayaklanma	isyanı	4.736198
ayaklanma	karşı	4.043051
ayaklanma	kınadı	4.736198
ayaklanması	isyanı	4.736198
ayaklanması	karşı	4.043051
ayaklanması	kınadı	4.736198
isyanı	karşı	4.043051
isyanı	kınadı	4.736198
karşı	kınadı	4.043051
dumbledore	eder	4.736198
dumbledore	için	4.043051
dumbledore	onu	4.043051
dumbledore	sonra	4.736198
eder	için	4.043051
eder	onu	4.043051
eder	sonra	4.736198
için	onu	3.349904
için	sonra	4.043051
onu	sonra	4.043051
basketbol	ligi	4.043051
basketbol	takımı	4.736198
basketbol	türkiye	3.349904
basketbol	voleybol	4.736198
ligi	takımı	4.043051
ligi	türkiye	2.656757
ligi	voleybol	4.043051
takımı	türkiye	3.349904
takımı	voleybol	4.736198
türkiye	voleybol	3.349904
126	127	4.736198
126	246	4.736198
126	70	4.736198
126	74	4.736198
127	246	4.736198
127	70	4.736198
127	74	4.736198
246	70	4.736198
246	74	4.736198
70	74	4.736198
new	press	4.736198
new	princeton	4.736198
new	university	4.736198
new	york	4.736198
press	princeton	4.736198
press	university	4.736198
press	york	4.736198
princeton	university	4.736198
princeton	york	4.736198
university	york	4.736198
siyonist	yahudi	4.736198
siyonist	yahudiler	4.736198
siyonist	yahudilere	4.736198
siyonist	yahudilerin	4.736198
yahudi	yahudiler	4.736198
yahudi	yahudilere	4.736198
yahudi	yahudilerin	4.736198
yahudiler	yahudilere	4.736198
yahudiler	yahudilerin	4.736198
yahudilere	yahudilerin	4.736198
10	16	3.349904
10	lg	4.043051
10	thinq	4.043051
10	tl	4.043051
16	lg	4.043051
16	thinq	4.043051
16	tl	4.043051
lg	thinq	4.736198
lg	tl	4.736198
thinq	tl	4.736198
dahestanı	etap	4.736198
dahestanı	klasmanı	4.736198
dahestanı	ms	4.736198
dahestanı	puan	4.736198
etap	klasmanı	4.736198
etap	ms	4.736198
etap	puan	4.736198
klasmanı	ms	4.736198
klasmanı	puan	4.736198
ms	puan	4.736198
15	16	4.043051
15	17	4.736198
15	18	4.736198
15	19	4.736198
16	17	4.043051
16	18	4.043051
16	19	4.043051
17	18	4.736198
17	19	4.736198
18	19	4.736198
baraj	barajı	4.736198
baraj	hidroelektrik	4.736198
baraj	su	4.736198
baraj	suyu	4.736198
barajı	hidroelektrik	4.736198
barajı	su	4.736198
barajı	suyu	4.736198
hidroelektrik	su	4.736198
hidroelektrik	suyu	4.736198
su	suyu	4.736198
choi	hyun	4.736198
choi	jin	4.736198
choi	kim	4.736198
choi	lee	4.736198
hyun	jin	4.736198
hyun	kim	4.736198
hyun	lee	4.736198
jin	kim	4.736198
jin	lee	4.736198
kim	lee	4.736198
bira	içki	4.736198
bira	üzüm	4.736198
bira	şarabı	4.736198
bira	şarap	4.736198
içki	üzüm	4.736198
içki	şarabı	4.736198
içki	şarap	4.736198
üzüm	şarabı	4.736198
üzüm	şarap	4.736198
şarabı	şarap	4.736198
kırmızı	mavi	4.736198
kırmızı	rengi	4.736198
kırmızı	renk	4.736198
kırmızı	siyah	4.736198
mavi	rengi	4.736198
mavi	renk	4.736198
mavi	siyah	4.736198
rengi	renk	4.736198
rengi	siyah	4.736198
renk	siyah	4.736198
asur	kral	4.736198
asur	krallığı	4.043051
asur	kralı	4.043051
asur	ııı	4.736198
kral	krallığı	4.043051
kral	kralı	4.043051
kral	ııı	4.736198
krallığı	ııı	4.043051
kralı	ııı	4.043051
bootp	extensions	4.736198
bootp	rfc	4.736198
bootp	siemens	4.736198
bootp	ısbn	4.736198
extensions	rfc	4.736198
extensions	siemens	4.736198
extensions	ısbn	4.736198
rfc	siemens	4.736198
rfc	ısbn	4.736198
siemens	ısbn	4.736198
eurovision	nda	4.043051
eurovision	temsil	4.736198
eurovision	yarışması	4.736198
eurovision	şarkı	4.043051
nda	temsil	4.043051
nda	yarışması	4.043051
nda	şarkı	3.349904
temsil	yarışması	4.736198
temsil	şarkı	4.043051
yarışması	şarkı	4.043051
doctor	doktor	4.736198
doctor	dr	4.736198
doctor	prof	4.736198
doctor	who	4.736198
doktor	dr	4.736198
doktor	prof	4.736198
doktor	who	4.736198
dr	prof	4.736198
dr	who	4.736198
prof	who	4.736198
bitti	sırada	4.736198
bitti	sıraya	4.736198
bitti	tamamladı	4.736198
bitti	yükseldi	4.736198
sırada	sıraya	4.736198
sırada	tamamladı	4.736198
sırada	yükseldi	4.736198
sıraya	tamamladı	4.736198
sıraya	yükseldi	4.736198
tamamladı	yükseldi	4.736198
bizans	imparatorluğu	3.349904
bizans	roma	4.043051
bizans	romalılar	4.043051
imparatorluğu	imparatoru	3.349904
imparatorluğu	roma	4.043051
imparatorluğu	romalılar	4.043051
imparatoru	roma	4.043051
imparatoru	romalılar	4.043051
roma	romalılar	4.736198
mi	musun	4.736198
mi	mı	4.736198
mi	ne	4.736198
mi	sen	4.736198
musun	mı	4.736198
musun	ne	4.736198
musun	sen	4.736198
mı	ne	4.736198
mı	sen	4.736198
ne	sen	4.736198
kuş	kuşlar	4.736198
kuş	kuşların	4.736198
kuş	türü	4.736198
kuş	vahşi	4.736198
kuşlar	kuşların	4.736198
kuşlar	türü	4.736198
kuşlar	vahşi	4.736198
kuşların	türü	4.736198
kuşların	vahşi	4.736198
türü	vahşi	4.736198
2013	ayrıldı	4.736198
2013	emekli	4.736198
2013	görevinden	4.736198
2013	istifa	4.736198
ayrıldı	emekli	4.736198
ayrıldı	görevinden	4.736198
ayrıldı	istifa	4.736198
emekli	görevinden	4.736198
emekli	istifa	4.736198
görevinden	istifa	4.736198
izzet	lütfi	4.736198
izzet	siyasetçi	4.043051
izzet	siyasetçidir	4.736198
izzet	türk	3.637586
lütfi	siyasetçi	4.043051
lütfi	siyasetçidir	4.736198
lütfi	türk	3.637586
siyasetçi	siyasetçidir	4.043051
siyasetçi	türk	2.944439
siyasetçidir	türk	3.637586
ada	adadır	4.736198
ada	adaları	4.736198
ada	adalarında	4.736198
ada	adası	4.736198
adadır	adaları	4.736198
adadır	adalarında	4.736198
adadır	adası	4.736198
adaları	adalarında	4.736198
adaları	adası	4.736198
adalarında	adası	4.736198
000	asker	4.736198
000	kişi	4.736198
000	yaralandı	4.736198
000	öldü	4.043051
asker	kişi	4.736198
asker	yaralandı	4.736198
asker	öldü	4.043051
kişi	yaralandı	4.736198
kişi	öldü	4.043051
yaralandı	öldü	4.043051
abv	cardhu	4.736198
abv	festival	4.736198
abv	festivali	4.736198
abv	yıl	4.043051
cardhu	festival	4.736198
cardhu	festivali	4.736198
cardhu	yıl	4.043051
festival	festivali	4.736198
festival	yıl	4.043051
festivali	yıl	4.043051
ağaç	ağaçlar	4.736198
ağaç	meşe	4.736198
ağaç	orman	4.736198
ağaç	ormanları	4.736198
ağaçlar	meşe	4.736198
ağaçlar	orman	4.736198
ağaçlar	ormanları	4.736198
meşe	orman	4.736198
meşe	ormanları	4.736198
orman	ormanları	4.736198
and	lunatipula	4.736198
and	theischinger	4.736198
and	tipula	4.736198
and	varanus	4.736198
lunatipula	theischinger	4.736198
lunatipula	tipula	4.736198
lunatipula	varanus	4.736198
theischinger	tipula	4.736198
theischinger	varanus	4.736198
tipula	varanus	4.736198
büyük	deprem	4.736198
büyük	hasar	4.736198
büyük	meydana	4.736198
büyük	yangın	4.736198
deprem	hasar	4.736198
deprem	meydana	4.736198
deprem	yangın	4.736198
hasar	meydana	4.736198
hasar	yangın	4.736198
meydana	yangın	4.736198
kardeşi	onu	4.043051
kardeşi	öldürdü	4.736198
kardeşi	öldürülür	4.736198
kardeşi	öldürür	4.736198
onu	öldürdü	4.043051
onu	öldürülür	4.043051
onu	öldürür	4.043051
öldürdü	öldürülür	4.736198
öldürdü	öldürür	4.736198
öldürülür	öldürür	4.736198
marka	sanayi	4.736198
marka	tescillenmiş	4.736198
marka	üretim	4.736198
marka	şirket	4.736198
sanayi	tescillenmiş	4.736198
sanayi	üretim	4.736198
sanayi	şirket	4.736198
tescillenmiş	üretim	4.736198
tescillenmiş	şirket	4.736198
üretim	şirket	4.736198
cenazesi	defnedildi	4.736198
cenazesi	gömüldü	4.736198
cenazesi	mezar	4.736198
cenazesi	mezarlığı	4.736198
defnedildi	gömüldü	4.736198
defnedildi	mezar	4.736198
defnedildi	mezarlığı	4.736198
gömüldü	mezar	4.736198
gömüldü	mezarlığı	4.736198
mezar	mezarlığı	4.736198
com	profili	4.736198
com	sitesi	4.736198
com	twitter	4.736198
com	web	4.736198
profili	sitesi	4.736198
profili	twitter	4.736198
profili	web	4.736198
sitesi	twitter	4.736198
sitesi	web	4.736198
twitter	web	4.736198
cup	kupa	4.736198
cup	kupası	4.736198
cup	ligi	4.043051
cup	şampiyon	4.736198
kupa	kupası	4.736198
kupa	ligi	4.043051
kupa	şampiyon	4.736198
kupası	ligi	4.043051
kupası	şampiyon	4.736198
ligi	şampiyon	4.043051
genel	seçimleri	4.043051
genel	seçimlerinde	4.043051
genel	türkiye	2.656757
milletvekili	seçimleri	4.043051
milletvekili	seçimlerinde	4.043051
milletvekili	türkiye	2.656757
seçimleri	seçimlerinde	4.736198
seçimleri	türkiye	3.349904
seçimlerinde	türkiye	3.349904
bağlı	örümcek	3.349904
cinsine	familyasına	3.349904
cinsine	örümcek	4.043051
familyasına	örümcek	4.043051
türüdür	örümcek	3.637586
güney	ilçesi	4.736198
güney	kore	4.736198
güney	semti	4.736198
güney	çin	4.736198
ilçesi	kore	4.736198
ilçesi	semti	4.736198
ilçesi	çin	4.736198
kore	semti	4.736198
kore	çin	4.736198
semti	çin	4.736198
ayakları	diş	4.736198
ayakları	dişlerin	4.736198
ayakları	kemik	4.736198
ayakları	vücut	4.736198
diş	dişlerin	4.736198
diş	kemik	4.736198
diş	vücut	4.736198
dişlerin	kemik	4.736198
dişlerin	vücut	4.736198
kemik	vücut	4.736198
azerbaycan	cfb	4.736198
azerbaycan	eyaleti	4.736198
azerbaycan	farsça	4.736198
azerbaycan	iran	4.736198
cfb	eyaleti	4.736198
